Resistance Nominal (Ω),Capacitance Nominal (F),Resistance Actual (Ω),Capacitance Actual (F),Frequency Nominal (Hz),Frequency Actual (Hz),R Tolerance,C Tolerance
20300.0,6.56566e-07,18602.476534818925,6.962356665775527e-07,11.941137646323938,12.288336595466523,0.1,0.1
20300.0,6.666669999999999e-07,20482.003653788885,6.71980792138162e-07,11.76021158973869,11.563540691325736,0.01,0.01
20300.0,6.666669999999999e-07,20296.291487902115,6.75459043679031e-07,11.76021158973869,11.609256837133453,0.05,0.05
20300.0,6.666669999999999e-07,22290.708361868165,7.192877100810787e-07,11.76021158973869,9.926442286165674,0.1,0.1
20300.0,6.76768e-07,20490.061734299346,6.813974527380938e-07,11.584686302981705,11.399252116889171,0.01,0.01
20300.0,6.76768e-07,19562.66643349953,6.68643221152593e-07,11.584686302981705,12.167395805585315,0.05,0.05
20300.0,6.76768e-07,20852.530711593816,6.850527540883127e-07,11.584686302981705,11.141337889140129,0.1,0.1
20300.0,6.868689999999999e-07,20235.706624055183,6.873487294334031e-07,11.41432351714275,11.442597536208178,0.01,0.01
20300.0,6.868689999999999e-07,20987.490866314496,6.872834857459169e-07,11.41432351714275,11.03376430945583,0.05,0.05
20300.0,6.868689999999999e-07,21709.842263232324,6.748803044007169e-07,11.41432351714275,10.862673088715901,0.1,0.1
20300.0,6.9697e-07,20252.423901073762,6.974234050924736e-07,11.248898775982212,11.267993939564661,0.01,0.01
20300.0,6.9697e-07,20351.36233531612,6.849911644586965e-07,11.248898775982212,11.416728557314606,0.05,0.05
20300.0,6.9697e-07,19035.857233989977,6.771577320452927e-07,11.248898775982212,12.346897729987344,0.1,0.1
20300.0,7.070709999999999e-07,20428.536820667952,7.092701587733945e-07,11.088200449313184,10.984269551015675,0.01,0.01
20300.0,7.070709999999999e-07,21197.963259115517,6.848094918721431e-07,11.088200449313184,10.963676821225043,0.05,0.05
20300.0,7.070709999999999e-07,19800.435466684004,6.496900318442524e-07,11.088200449313184,12.371979350447571,0.1,0.1
20300.0,7.17172e-07,20195.016508872348,7.181570538548921e-07,10.93202882975956,10.973786045758894,0.01,0.01
20300.0,7.17172e-07,19769.17530682615,7.051089014705245e-07,10.93202882975956,11.417614660654063,0.05,0.05
20300.0,7.17172e-07,19035.730923329626,6.533527697165519e-07,10.93202882975956,12.796842884620292,0.1,0.1
20300.0,7.272729999999999e-07,20184.623499135272,7.282692340513441e-07,10.780195304784206,10.826984504209701,0.01,0.01
20300.0,7.272729999999999e-07,19559.550961659425,7.300741872554197e-07,10.780195304784206,11.14536402380337,0.05,0.05
20300.0,7.272729999999999e-07,20475.449911044852,7.834921937672732e-07,10.780195304784206,9.920921299491821,0.1,0.1
20300.0,7.373739999999999e-07,20189.822832398626,7.363739611901248e-07,10.632521596769513,10.705062336587686,0.01,0.01
20300.0,7.373739999999999e-07,20581.480842111483,7.081091757380795e-07,10.632521596769513,10.920519293251466,0.05,0.05
20300.0,7.373739999999999e-07,19938.468539610993,7.945569990645865e-07,10.632521596769513,10.046233698916833,0.1,0.1
20300.0,7.47475e-07,20147.39187072923,7.460424130134451e-07,10.488839064712964,10.588581407041191,0.01,0.01
20300.0,7.47475e-07,19567.3026243433,7.751311091386307e-07,10.488839064712964,10.493346227684281,0.05,0.05
20300.0,7.47475e-07,21517.32400720942,7.573106337356113e-07,10.488839064712964,9.766924198333738,0.1,0.1
20300.0,7.575759999999999e-07,20168.18393136502,7.518774223195652e-07,10.348988061786967,10.495576401740092,0.01,0.01
20300.0,7.575759999999999e-07,19334.579519939052,7.275146051767812e-07,10.348988061786967,11.31471667653623,0.05,0.05
20300.0,7.575759999999999e-07,20317.457279940394,7.046649235612413e-07,10.348988061786967,11.116501282387148,0.1,0.1
20300.0,7.67677e-07,20429.2349641384,7.668186495676749e-07,10.212817343617592,10.15957080795766,0.01,0.01
20300.0,7.67677e-07,19896.91463038891,7.896968343561938e-07,10.212817343617592,10.129173217613658,0.05,0.05
20300.0,7.67677e-07,21872.640317454257,7.084607188429776e-07,10.212817343617592,10.27077333447471,0.1,0.1
20300.0,7.777779999999999e-07,20098.787654479667,7.779592087413903e-07,10.08018352267141,10.178726470086753,0.01,0.01
20300.0,7.777779999999999e-07,20092.28679084535,7.520824500498809e-07,10.08018352267141,10.532350629692699,0.05,0.05
20300.0,7.777779999999999e-07,19760.67318569469,7.778438272936783e-07,10.08018352267141,10.354424992089672,0.1,0.1
20300.0,7.87879e-07,20419.659988865937,7.832646847846667e-07,9.950950564612489,9.950916442076222,0.01,0.01
20300.0,7.87879e-07,19603.116364062313,7.563255712197899e-07,9.950950564612489,10.734608987129189,0.05,0.05
20300.0,7.87879e-07,19534.41675561178,8.475147135686375e-07,9.950950564612489,9.613298685773273,0.1,0.1
20300.0,7.979799999999999e-07,20286.479411419074,7.936307679410887e-07,9.824989322910755,9.885416012327974,0.01,0.01
20300.0,7.979799999999999e-07,20889.1401633926,7.895524974054329e-07,9.824989322910755,9.649805416485842,0.05,0.05
20300.0,7.979799999999999e-07,21929.996717122045,8.429188530046379e-07,9.824989322910755,8.609854206347343,0.1,0.1
20300.0,8.080809999999999e-07,20127.670949477037,8.146972750426486e-07,9.702177108354636,9.705777788655178,0.01,0.01
20300.0,8.080809999999999e-07,20600.109872685793,8.2921234730696e-07,9.702177108354636,9.317187484180236,0.05,0.05
20300.0,8.080809999999999e-07,21986.388077210002,7.852282857993442e-07,9.702177108354636,9.21871325844431,0.1,0.1
20300.0,8.18182e-07,20344.202805081306,8.23573313461747e-07,9.582397290451663,9.498984730009248,0.01,0.01
20300.0,8.18182e-07,21227.0965766388,8.391052127492523e-07,9.582397290451663,8.935381852689085,0.05,0.05
20300.0,8.18182e-07,20150.769527511377,7.814970369216984e-07,9.582397290451663,10.106508837210296,0.1,0.1
20300.0,8.282829999999999e-07,20302.17928477879,8.304550445433311e-07,9.465538927994807,9.439768535789693,0.01,0.01
20300.0,8.282829999999999e-07,20242.15527782421,8.186757179512061e-07,9.465538927994807,9.60398493825317,0.05,0.05
20300.0,8.282829999999999e-07,21912.6674034567,8.750112495673468e-07,9.465538927994807,8.300633679205099,0.1,0.1
20300.0,8.38384e-07,20277.77753730132,8.330693949652084e-07,9.351496426334858,9.421468439621606,0.01,0.01
20300.0,8.38384e-07,20413.555989756278,8.248762533228912e-07,9.351496426334858,9.45175957872438,0.05,0.05
20300.0,8.38384e-07,21843.424268931994,8.719637796196231e-07,9.351496426334858,8.356048753146126,0.1,0.1
20300.0,8.484849999999999e-07,20214.810591033467,8.558915642744714e-07,9.240169219133307,9.198811283225602,0.01,0.01
20300.0,8.484849999999999e-07,19312.358597044695,8.099611076263576e-07,9.240169219133307,10.174677418881107,0.05,0.05
20300.0,8.484849999999999e-07,18955.250935575943,8.754468647957322e-07,9.240169219133307,9.590931777747107,0.1,0.1
20300.0,8.58586e-07,20165.74135014669,8.512487143580495e-07,9.13146147257971,9.27148863086489,0.01,0.01
20300.0,8.58586e-07,20132.93507600261,8.17638823376687e-07,9.13146147257971,9.668331528629198,0.05,0.05
20300.0,8.58586e-07,22031.940905537598,9.073426383414405e-07,9.13146147257971,7.961521158843279,0.1,0.1
20300.0,8.686869999999999e-07,20469.650133378196,8.712506631364715e-07,9.02528181024503,8.92414442653774,0.01,0.01
20300.0,8.686869999999999e-07,20115.548198447723,8.734056120802733e-07,9.02528181024503,9.05883356989396,0.05,0.05
20300.0,8.686869999999999e-07,19150.14554573496,8.743295310139862e-07,9.02528181024503,9.505454894989024,0.1,0.1
20300.0,8.787879999999999e-07,20292.775588157652,8.795370951011682e-07,8.921543056910567,8.917118091071018,0.01,0.01
20300.0,8.787879999999999e-07,20173.905182613697,8.456795103479472e-07,8.921543056910567,9.328769189193787,0.05,0.05
20300.0,8.787879999999999e-07,18660.199486392565,9.434214854006041e-07,8.921543056910567,9.040617328102154,0.1,0.1
20300.0,8.88889e-07,20387.76679811041,8.930183174458601e-07,8.820161999863112,8.741583435891336,0.01,0.01
20300.0,8.88889e-07,20646.738167922587,8.520892322623733e-07,8.820161999863112,9.046562836934498,0.05,0.05
20300.0,8.88889e-07,20990.74478394868,9.532328012748917e-07,8.820161999863112,7.954141362849782,0.1,0.1
20300.0,8.989899999999999e-07,20276.53505262944,9.026374381825835e-07,8.72105916628252,8.695870155044778,0.01,0.01
20300.0,8.989899999999999e-07,19648.06196714261,9.236979526340048e-07,8.72105916628252,8.769411133858668,0.05,0.05
20300.0,8.989899999999999e-07,20977.61335661363,9.314776307171563e-07,8.72105916628252,8.145010063447575,0.1,0.1
20300.0,9.09091e-07,20223.29461831573,9.008952308896187e-07,8.624158615470092,8.73562404311517,0.01,0.01
20300.0,9.09091e-07,19950.293276318356,9.311857778428434e-07,8.624158615470092,8.567113349462495,0.05,0.05
20300.0,9.09091e-07,21084.102432307944,8.7682818856047e-07,8.624158615470092,8.608956452029144,0.1,0.1
20300.0,9.191919999999999e-07,20401.388708571547,9.228808859247491e-07,8.529387744776198,8.453075535945594,0.01,0.01
20300.0,9.191919999999999e-07,20178.52447639491,9.480716962375886e-07,8.529387744776198,8.319352847720843,0.05,0.05
20300.0,9.191919999999999e-07,18903.56541615167,8.35264556650885e-07,8.529387744776198,10.079810188315664,0.1,0.1
20300.0,9.29293e-07,20332.846341674496,9.296865242908009e-07,8.436677108184742,8.419482857971023,0.01,0.01
20300.0,9.29293e-07,19556.10440400712,8.985364789671537e-07,8.436677108184742,9.057369202439574,0.05,0.05
20300.0,9.29293e-07,21297.65020936536,9.512398096764465e-07,8.436677108184742,7.855944820627634,0.1,0.1
20300.0,9.393939999999999e-07,20294.54352568422,9.442396036591341e-07,8.345960246601877,8.30536326064089,0.01,0.01
20300.0,9.393939999999999e-07,20040.826186895865,9.505450197764016e-07,8.345960246601877,8.354718459066055,0.05,0.05
20300.0,9.393939999999999e-07,21597.343799992945,1.0239276307350456e-06,8.345960246601877,7.196983836504073,0.1,0.1
20300.0,9.494949999999999e-07,20141.438948247334,9.560072639429963e-07,8.257173528977322,8.265486963127698,0.01,0.01
20300.0,9.494949999999999e-07,20885.681275859413,9.116687409173914e-07,8.257173528977322,8.35861691299412,0.05,0.05
20300.0,9.494949999999999e-07,20351.48348011991,1.0436202052192574e-06,8.257173528977322,7.493445985419773,0.1,0.1
20300.0,9.59596e-07,20125.72273685796,9.611071665074966e-07,8.170256003460125,8.228048268424436,0.01,0.01
20300.0,9.59596e-07,20119.044687688496,9.258052851629939e-07,8.170256003460125,8.544627226362213,0.05,0.05
20300.0,9.59596e-07,20090.284203821215,8.739132293133303e-07,8.170256003460125,9.064956772060341,0.1,0.1
20300.0,9.69697e-07,20193.665371210212,9.768101965373156e-07,8.085149257857168,8.06853694539883,0.01,0.01
20300.0,9.69697e-07,19446.102681095865,9.658703886732437e-07,8.085149257857168,8.473614557546565,0.05,0.05
20300.0,9.69697e-07,19970.03354909391,9.733296866031594e-07,8.085149257857168,8.188066621182237,0.1,0.1
20300.0,9.797979999999999e-07,20377.196886045003,9.839061392793489e-07,8.001797288723107,7.938199688142243,0.01,0.01
20300.0,9.797979999999999e-07,19768.742338869844,1.013526495683595e-06,8.001797288723107,7.9433917986370695,0.05,0.05
20300.0,9.797979999999999e-07,18537.01951726389,1.0079411232963778e-06,8.001797288723107,8.518145615848285,0.1,0.1
20300.0,9.89899e-07,20256.752270470814,9.804820128657769e-07,7.9201463784651995,8.013286748112124,0.01,0.01
20300.0,9.89899e-07,20773.927880725794,9.542890043250758e-07,7.9201463784651995,8.028263020198134,0.05,0.05
20300.0,9.89899e-07,21522.030044454546,1.0690853852670994e-06,7.9201463784651995,6.917107189237836,0.1,0.1
20300.0,1e-06,20261.252725523693,1.0072763897815195e-06,7.840144979896324,7.798394183814535,0.01,0.01
20300.0,1e-06,21074.004605580165,1.012277610225449e-06,7.840144979896324,7.46059439906805,0.05,0.05
20300.0,1e-06,21222.078973092623,9.478143765611952e-07,7.840144979896324,7.912412374204428,0.1,0.1
30400.0,1e-12,30393.865290421658,9.916284578453961e-13,5235359.970128137,5280623.640628583,0.01,0.01
30400.0,1e-12,31728.925723553017,9.913512708564158e-13,5235359.970128137,5059844.799582725,0.05,0.05
30400.0,1e-12,33300.90803760375,1.0272106339601791e-12,5235359.970128137,4652694.62629625,0.1,0.1
30400.0,1.0101999999999998e-08,30685.3651034633,1.0181764319345097e-08,518.2498485575269,509.4080416486884,0.01,0.01
30400.0,1.0101999999999998e-08,31593.049198231693,1.0082949051961352e-08,518.2498485575269,499.6213805666469,0.05,0.05
30400.0,1.0101999999999998e-08,30058.887167698445,1.0808224561239721e-08,518.2498485575269,489.8835699511797,0.1,0.1
30400.0,2.0203e-08,30699.51962265224,2.0328459083546707e-08,259.13775034045125,255.0257843102959,0.01,0.01
30400.0,2.0203e-08,29511.75817201501,2.107284745739575e-08,259.13775034045125,255.91858437213438,0.05,0.05
30400.0,2.0203e-08,32298.198217418165,1.92462259598737e-08,259.13775034045125,256.0331832486917,0.1,0.1
30400.0,3.0304e-08,30230.27142394114,3.002320434200692e-08,172.76135065100766,175.35616661383716,0.01,0.01
30400.0,3.0304e-08,30994.422783121205,3.066251062754833e-08,172.76135065100766,167.46685603966404,0.05,0.05
30400.0,3.0304e-08,30041.875526949018,2.921374091743449e-08,172.76135065100766,181.34513781944702,0.1,0.1
30400.0,4.0405e-08,30146.62853544419,4.024306498677752e-08,129.5720819237257,131.18685843380828,0.01,0.01
30400.0,4.0405e-08,31311.57634932856,4.133450376369676e-08,129.5720819237257,122.97093388528472,0.05,0.05
30400.0,4.0405e-08,28829.79295047896,4.028021814798135e-08,129.5720819237257,137.05244709008235,0.1,0.1
30400.0,5.0505999999999996e-08,30586.51062363029,5.003833333770473e-08,103.65817863477876,103.98899025867146,0.01,0.01
30400.0,5.0505999999999996e-08,29391.782696137903,5.2995514277908913e-08,103.65817863477876,102.17745767082116,0.05,0.05
30400.0,5.0505999999999996e-08,28075.087423907116,5.263622775708313e-08,103.65817863477876,107.69964130917243,0.1,0.1
30400.0,6.0607e-08,30238.483071243954,6.09153163518267e-08,86.38210058455519,86.40395596249184,0.01,0.01
30400.0,6.0607e-08,30734.54051064989,6.154738808981446e-08,86.38210058455519,84.13637171195025,0.05,0.05
30400.0,6.0607e-08,27958.630980324873,6.433980588492671e-08,86.38210058455519,88.47579697559642,0.1,0.1
30400.0,7.0708e-08,30521.120686049522,7.011861593713062e-08,74.04197502585473,74.36803740176697,0.01,0.01
30400.0,7.0708e-08,29554.520247142023,6.845630485434598e-08,74.04197502585473,78.66522056657631,0.05,0.05
30400.0,7.0708e-08,33159.6639265076,7.505835045775837e-08,74.04197502585473,63.94564841903549,0.1,0.1
30400.0,8.080899999999999e-08,30211.193636770786,8.113299769487214e-08,64.7868426800002,64.93139367907463,0.01,0.01
30400.0,8.080899999999999e-08,29450.984574798298,7.999551801066266e-08,64.7868426800002,67.55455824478183,0.05,0.05
30400.0,8.080899999999999e-08,29623.06659468139,8.22431482683905e-08,64.7868426800002,65.32665032643112,0.1,0.1
30400.0,9.090999999999998e-08,30667.568176551224,9.13141618366805e-08,57.58838378757162,56.83327136800668,0.01,0.01
30400.0,9.090999999999998e-08,30835.583755502517,8.892021946640448e-08,57.58838378757162,58.045349587917116,0.05,0.05
30400.0,9.090999999999998e-08,29650.3630111387,9.035333049433934e-08,57.58838378757162,59.40813943335083,0.1,0.1
30400.0,1.0101099999999999e-07,30232.71378317692,1.0027824140729374e-07,51.82960242080701,52.49721808240132,0.01,0.01
30400.0,1.0101099999999999e-07,28998.126970023473,1.0323739343478393e-07,51.82960242080701,53.1634496721446,0.05,0.05
30400.0,1.0101099999999999e-07,32459.092552846112,9.673166850380131e-08,51.82960242080701,50.68915815276152,0.1,0.1
30400.0,1.11112e-07,30589.34619262816,1.1032967511496064e-07,47.11786278825092,47.158241016139705,0.01,0.01
30400.0,1.11112e-07,29064.13151745049,1.0849624304023067e-07,47.11786278825092,50.47171727966279,0.05,0.05
30400.0,1.11112e-07,29889.948319150164,1.0260738321726735e-07,47.11786278825092,51.89390536688355,0.1,0.1
30400.0,1.21213e-07,30431.283201489114,1.2188978396696773e-07,43.19140661585916,42.907435528942365,0.01,0.01
30400.0,1.21213e-07,29900.556982450365,1.2552699194447133e-07,43.19140661585916,42.403697874447104,0.05,0.05
30400.0,1.21213e-07,29423.23954689179,1.3280115975697325e-07,43.19140661585916,40.731253562711814,0.1,0.1
30400.0,1.3131399999999998e-07,30518.224375508453,1.314252361501503e-07,39.869016023639034,39.68095391522849,0.01,0.01
30400.0,1.3131399999999998e-07,29657.48067565672,1.2480671587089528e-07,39.869016023639034,42.997966807544444,0.05,0.05
30400.0,1.3131399999999998e-07,30239.280574284476,1.4139265969706625e-07,39.869016023639034,37.22389488036165,0.1,0.1
30400.0,1.41415e-07,30656.18124298695,1.4030869093271878e-07,37.02124930260677,37.00134439889761,0.01,0.01
30400.0,1.41415e-07,31823.999448036408,1.359694233907851e-07,37.02124930260677,36.78104953822824,0.05,0.05
30400.0,1.41415e-07,32181.474144554766,1.4548297181386531e-07,37.02124930260677,33.9939814967076,0.1,0.1
30400.0,1.51516e-07,30208.83360094588,1.5157077142607707e-07,34.55318230502479,34.75927533819264,0.01,0.01
30400.0,1.51516e-07,31558.317877323425,1.5655425597948443e-07,34.55318230502479,32.21375910630016,0.05,0.05
30400.0,1.51516e-07,29651.183067008347,1.461627856242023e-07,34.55318230502479,36.7232656348172,0.1,0.1
30400.0,1.6161699999999998e-07,30628.76892047327,1.6220559126349963e-07,32.39362177325489,32.035003071454454,0.01,0.01
30400.0,1.6161699999999998e-07,31111.29776898741,1.5441087266481457e-07,32.39362177325489,33.13020526701568,0.05,0.05
30400.0,1.6161699999999998e-07,27732.086100653498,1.522732508810575e-07,32.39362177325489,37.68894425696329,0.1,0.1
30400.0,1.7171799999999998e-07,30302.732584818514,1.7294819866454377e-07,30.488125706845743,30.36842686732906,0.01,0.01
30400.0,1.7171799999999998e-07,31338.866092479955,1.6738627618467294e-07,30.488125706845743,30.340099808958044,0.05,0.05
30400.0,1.7171799999999998e-07,31361.204856809352,1.683385995271664e-07,30.488125706845743,30.14697095215102,0.1,0.1
30400.0,1.8181899999999997e-07,30197.65149343845,1.8049622770127394e-07,28.794350261128578,29.19972983260171,0.01,0.01
30400.0,1.8181899999999997e-07,30662.21534129078,1.843352437861454e-07,28.794350261128578,28.15841625330131,0.05,0.05
30400.0,1.8181899999999997e-07,30860.998792274764,1.7695638728957781e-07,28.794350261128578,29.14364786821553,0.1,0.1
30400.0,1.9192e-07,30547.466245119318,1.9262539459840362e-07,27.27886603860013,27.04776575906224,0.01,0.01
30400.0,1.9192e-07,31594.273164853126,1.9421173352461428e-07,27.27886603860013,25.937988784504522,0.05,0.05
30400.0,1.9192e-07,32781.166842865234,2.098117263094902e-07,27.27886603860013,23.14013915799558,0.1,0.1
30400.0,2.0202099999999998e-07,30674.047690818727,2.0005282235240548e-07,25.9149294881628,25.93608139071756,0.01,0.01
30400.0,2.0202099999999998e-07,31189.612676548753,2.0134202949291664e-07,25.9149294881628,25.344031994137417,0.05,0.05
30400.0,2.0202099999999998e-07,28274.950231979477,1.9598669991494875e-07,25.9149294881628,28.720479230661873,0.1,0.1
30400.0,2.1212199999999997e-07,30333.940577919937,2.1120610553896013e-07,24.680891044437338,24.841901266067403,0.01,0.01
30400.0,2.1212199999999997e-07,30608.57154067342,2.0989973437504984e-07,24.680891044437338,24.772234386220287,0.05,0.05
30400.0,2.1212199999999997e-07,32872.297656151764,2.0453955023768333e-07,24.680891044437338,23.670791183073668,0.1,0.1
30400.0,2.22223e-07,30638.06673440491,2.2280145072205647e-07,23.55903740894568,23.315286664274655,0.01,0.01
30400.0,2.22223e-07,31046.61594439127,2.301048694370918e-07,23.55903740894568,22.278197671524577,0.05,0.05
30400.0,2.22223e-07,31723.432028915126,2.1648342528074727e-07,23.55903740894568,23.174763723719252,0.1,0.1
30400.0,2.3232399999999998e-07,30172.18717268236,2.3456789372261238e-07,22.53473584359832,22.48768609230057,0.01,0.01
30400.0,2.3232399999999998e-07,29705.840190880426,2.3639597555165253e-07,22.53473584359832,22.664086160342745,0.05,0.05
30400.0,2.3232399999999998e-07,32715.884835252826,2.1014776476234466e-07,22.53473584359832,23.149237249890692,0.1,0.1
30400.0,2.4242499999999995e-07,30266.526662314936,2.430250385430591e-07,21.595792389927347,21.6374723584227,0.01,0.01
30400.0,2.4242499999999995e-07,31371.491129234015,2.3635637708593204e-07,21.595792389927347,21.46434525854556,0.05,0.05
30400.0,2.4242499999999995e-07,30495.135376397953,2.640806359466513e-07,21.595792389927347,19.76300628777264,0.1,0.1
30400.0,2.5252599999999994e-07,30615.094347229977,2.5229153955109903e-07,20.731964115093643,20.605437620053646,0.01,0.01
30400.0,2.5252599999999994e-07,31776.06010175774,2.413779250588744e-07,20.731964115093643,20.750211788127878,0.05,0.05
30400.0,2.5252599999999994e-07,33123.8687135227,2.284611292689739e-07,20.731964115093643,21.031330965763534,0.1,0.1
30400.0,2.6262699999999993e-07,30228.661941460796,2.6094846986293787e-07,19.93458391607922,20.176528875788865,0.01,0.01
30400.0,2.6262699999999993e-07,29426.796092374396,2.635633847413502e-07,19.93458391607922,20.520695474371212,0.05,0.05
30400.0,2.6262699999999993e-07,32174.68161712662,2.725388915155859e-07,19.93458391607922,18.15003172046911,0.1,0.1
30400.0,2.727279999999999e-07,30255.96747866447,2.738767743907681e-07,19.196268700419967,19.206749962211244,0.01,0.01
30400.0,2.727279999999999e-07,29667.59089265575,2.735241126818682e-07,19.196268700419967,19.612918886002234,0.05,0.05
30400.0,2.727279999999999e-07,31459.07544393947,2.7606829151444e-07,19.196268700419967,18.32557663734817,0.1,0.1
30400.0,2.8282899999999997e-07,30185.019116672804,2.843054110064949e-07,18.510690099417445,18.545713696501284,0.01,0.01
30400.0,2.8282899999999997e-07,30841.809747837313,2.7508839979471085e-07,18.510690099417445,18.758927321798833,0.05,0.05
30400.0,2.8282899999999997e-07,29664.400957176393,3.0870676877251077e-07,18.510690099417445,17.37954478607696,0.1,0.1
30400.0,2.9292999999999996e-07,30302.28845635277,2.9141486584494475e-07,17.872392619834557,18.023245611097263,0.01,0.01
30400.0,2.9292999999999996e-07,31611.04362528919,2.8701475108354636e-07,17.872392619834557,17.54191812697593,0.05,0.05
30400.0,2.9292999999999996e-07,28034.054888255818,3.198804257004904e-07,17.872392619834557,17.747882590376456,0.1,0.1
30400.0,3.0303099999999996e-07,30464.279530978834,3.0371006746668894e-07,17.276648165132073,17.201647021953292,0.01,0.01
30400.0,3.0303099999999996e-07,29987.82295528446,3.005911760698895e-07,17.276648165132073,17.656270180053763,0.05,0.05
30400.0,3.0303099999999996e-07,28622.994246188886,3.25355155152942e-07,17.276648165132073,17.090209084602083,0.1,0.1
30400.0,3.1313199999999995e-07,30441.53740604296,3.127953482856806e-07,16.71933871379526,16.714495156152694,0.01,0.01
30400.0,3.1313199999999995e-07,31590.313185986957,3.101490514204934e-07,16.71933871379526,16.24410331085682,0.05,0.05
30400.0,3.1313199999999995e-07,33046.70945786489,3.165826100089011e-07,16.71933871379526,15.212649324086602,0.1,0.1
30400.0,3.2323299999999994e-07,30429.02338879347,3.2097010942058343e-07,16.196860995406215,16.29549387380603,0.01,0.01
30400.0,3.2323299999999994e-07,31520.742181380436,3.1014530117430324e-07,16.196860995406215,16.28015333832431,0.05,0.05
30400.0,3.2323299999999994e-07,31740.359770721447,3.224609866422325e-07,16.196860995406215,15.550025590626905,0.1,0.1
30400.0,3.3333399999999993e-07,30639.65267535264,3.304174570913589e-07,15.706048498287416,15.72075173143625,0.01,0.01
30400.0,3.3333399999999993e-07,29557.048401070322,3.279739061719378e-07,15.706048498287416,16.4179820515669,0.05,0.05
30400.0,3.3333399999999993e-07,32719.548862169813,3.0869450173144775e-07,15.706048498287416,15.757377171293177,0.1,0.1
30400.0,3.434349999999999e-07,30354.427725282832,3.4157908021665733e-07,15.244107240462203,15.349944776857845,0.01,0.01
30400.0,3.434349999999999e-07,29221.947316188023,3.3835565093978683e-07,15.244107240462203,16.096725724962145,0.05,0.05
30400.0,3.434349999999999e-07,30324.992478707736,3.715973643368199e-07,15.244107240462203,14.123645386258532,0.1,0.1
30400.0,3.535359999999999e-07,30661.716981164824,3.5665989056472517e-07,14.808562551276637,14.553564971044189,0.01,0.01
30400.0,3.535359999999999e-07,29931.04734105804,3.5478208462283295e-07,14.808562551276637,14.987753321886075,0.05,0.05
30400.0,3.535359999999999e-07,28529.15199698996,3.2385218426946115e-07,14.808562551276637,17.225999815804844,0.1,0.1
30400.0,3.636369999999999e-07,30310.831584897805,3.649461143214175e-07,14.397214722726613,14.387771640499805,0.01,0.01
30400.0,3.636369999999999e-07,29804.519430425695,3.640709029680687e-07,14.397214722726613,14.667362888027066,0.05,0.05
30400.0,3.636369999999999e-07,27544.095137721233,3.9626451202944274e-07,14.397214722726613,14.581642339632781,0.1,0.1
30400.0,3.7373799999999995e-07,30566.39574445949,3.770133747756216e-07,14.00810185244245,13.810809748555377,0.01,0.01
30400.0,3.7373799999999995e-07,31530.811360997843,3.6173016312445705e-07,14.00810185244245,13.954049560347551,0.05,0.05
30400.0,3.7373799999999995e-07,31293.15830589564,3.552932305020613e-07,14.00810185244245,14.314751119995249,0.1,0.1
30400.0,3.8383899999999995e-07,30347.681409033736,3.827800863980955e-07,13.639468553555362,13.700779578223854,0.01,0.01
30400.0,3.8383899999999995e-07,29941.019601637276,3.908368310330599e-07,13.639468553555362,13.600599836056805,0.05,0.05
30400.0,3.8383899999999995e-07,30600.675716447073,4.129361506012783e-07,13.639468553555362,12.59523312072019,0.1,0.1
30400.0,3.9393999999999994e-07,30537.186927054856,3.975196885614687e-07,13.28973947841838,13.1108986621693,0.01,0.01
30400.0,3.9393999999999994e-07,31647.8895207667,4.120530328738575e-07,13.28973947841838,12.204563819622786,0.05,0.05
30400.0,3.9393999999999994e-07,27945.167091319257,4.116804581584304e-07,13.28973947841838,13.834171929306082,0.1,0.1
30400.0,4.0404099999999993e-07,30568.615900615587,4.034951821604125e-07,12.957496813759338,12.903454749555948,0.01,0.01
30400.0,4.0404099999999993e-07,31473.11414852389,4.1960734022040377e-07,12.957496813759338,12.051395465869998,0.05,0.05
30400.0,4.0404099999999993e-07,30644.205141458067,3.8679290497129166e-07,12.957496813759338,13.42744158053963,0.1,0.1
30400.0,4.141419999999999e-07,30605.979574158406,4.1480235496704444e-07,12.641461069218135,12.536394037972528,0.01,0.01
30400.0,4.141419999999999e-07,30076.77203033309,4.071032663289971e-07,12.641461069218135,12.998233091287847,0.05,0.05
30400.0,4.141419999999999e-07,32991.765431099375,4.268075739013703e-07,12.641461069218135,11.30270670625106,0.1,0.1
30400.0,4.242429999999999e-07,30390.90009977412,4.2003817423114946e-07,12.34047461037221,12.46774199858098,0.01,0.01
30400.0,4.242429999999999e-07,29634.154103274283,4.04562839158609e-07,12.34047461037221,13.275216368277245,0.05,0.05
30400.0,4.242429999999999e-07,27830.552772535117,3.942117511518551e-07,12.34047461037221,14.506703447847416,0.1,0.1
30400.0,4.343439999999999e-07,30690.49727414572,4.3264147991438446e-07,12.053487489474097,11.98638024770157,0.01,0.01
30400.0,4.343439999999999e-07,28943.86489562226,4.1553112235543e-07,12.053487489474097,13.233053011959186,0.05,0.05
30400.0,4.343439999999999e-07,32642.902183522172,4.289515724253399e-07,12.053487489474097,11.366404407585511,0.1,0.1
30400.0,4.4444499999999995e-07,30310.033134865218,4.4203105170845094e-07,11.779545208356797,11.879028980461335,0.01,0.01
30400.0,4.4444499999999995e-07,28913.630606176986,4.484559632370285e-07,11.779545208356797,12.274327308640832,0.05,0.05
30400.0,4.4444499999999995e-07,32864.43303751822,4.798102496995996e-07,11.779545208356797,10.093097441994292,0.1,0.1
